Date,Open,High,Low,Close,"Daily Change %"
07-Feb-2024,15.79,16.02,14.74,15.51,-1.77
06-Feb-2024,15.62,15.98,15.09,15.79,1.09
05-Feb-2024,14.7,16.05,14.7,15.62,6.26
02-Feb-2024,14.46,15.13,14.03,14.7,1.66
01-Feb-2024,16.05,16.11,14.36,14.46,-9.91
31-Jan-2024,16.1,16.53,15.8,16.05,-0.31
30-Jan-2024,15.68,16.58,14.99,16.1,2.68
29-Jan-2024,13.87,15.85,13.8,15.68,13.05
25-Jan-2024,14.38,15.34,13.36,13.87,-3.55
24-Jan-2024,14.85,15.65,14.03,14.38,-3.16
23-Jan-2024,13.8,15.41,12.2,14.85,7.61
20-Jan-2024,13.88,14.25,13.1,13.8,-0.58
19-Jan-2024,14.07,14.11,13.68,13.88,-1.35
18-Jan-2024,15.08,15.71,12.98,14.07,-6.70
17-Jan-2024,13.57,15.23,12.72,15.08,11.13
16-Jan-2024,13.79,14.04,12.49,13.57,-1.60
15-Jan-2024,13.1,13.89,11.79,13.79,5.27
12-Jan-2024,12.77,13.29,12.42,13.1,2.58
11-Jan-2024,12.97,13.19,12.63,12.77,-1.54
10-Jan-2024,13.26,14.56,12.81,12.97,-2.19
09-Jan-2024,13.46,13.51,12.78,13.26,-1.49
08-Jan-2024,12.63,13.6,12.63,13.46,6.57
05-Jan-2024,14.1,14.21,12.49,12.63,-10.43
04-Jan-2024,14.1,14.21,13.21,13.33,-5.46
03-Jan-2024,14.58,14.78,14.02,14.1,-3.29
02-Jan-2024,14.68,15.08,14.24,14.58,-0.68
01-Jan-2024,14.5,14.87,14.33,14.68,1.24
29-Dec-2023,15.14,15.43,14.37,14.5,-4.23
28-Dec-2023,15.56,16.47,14.96,15.14,-2.70
27-Dec-2023,14.68,15.73,14.47,15.56,5.99
26-Dec-2023,13.71,14.95,13.71,14.68,7.08
