Date,Open,High,Low,Close,"Daily Change %"
19-May-2021,19.24,19.57,17.23,19.32,0.42
18-May-2021,19.61,19.61,18.31,19.24,-1.89
17-May-2021,20.27,20.43,18.36,19.61,-3.26
14-May-2021,20.08,21.15,18.23,20.27,0.95
12-May-2021,19.83,20.91,18.36,20.08,1.26
11-May-2021,20.23,21.12,19.72,19.83,-1.98
10-May-2021,20.82,21.15,20.14,20.23,-2.83
07-May-2021,22.04,22.04,20.31,20.82,-5.54
06-May-2021,21.96,22.61,20.12,22.04,0.36
05-May-2021,23.01,23.19,21.14,21.96,-4.56
04-May-2021,23.69,23.69,22.18,23.01,-2.87
03-May-2021,23.03,24.54,21.84,23.69,2.87
30-Apr-2021,23.31,23.77,22.6,23.03,-1.20
29-Apr-2021,22.58,23.42,22.11,23.31,3.23
28-Apr-2021,23.08,23.11,20.97,22.58,-2.17
27-Apr-2021,23.5,23.63,22.32,23.08,-1.79
26-Apr-2021,22.69,23.56,22.62,23.5,3.57
23-Apr-2021,23.03,23.05,20.21,22.69,-1.48
22-Apr-2021,22.43,23.61,22.43,23.03,2.67
20-Apr-2021,22.49,22.75,21.24,22.43,-0.27
19-Apr-2021,20.4,23.11,19.81,22.49,10.25
16-Apr-2021,20.89,21.09,19.48,20.4,-2.35
15-Apr-2021,20.46,21.55,18.25,20.89,2.10
13-Apr-2021,23,23,20.3,20.46,-11.04
12-Apr-2021,19.79,23.3,19.79,23,16.22
09-Apr-2021,20.31,20.97,19.68,19.79,-2.56
08-Apr-2021,20.25,20.59,19.17,20.31,0.30
07-Apr-2021,20.84,21.3,19.43,20.25,-2.83
06-Apr-2021,21.22,22.24,19.81,20.84,-1.79
05-Apr-2021,19.99,23.31,19.99,21.22,6.15
01-Apr-2021,20.65,20.68,19.73,19.99,-3.20
31-Mar-2021,20.49,20.83,20,20.65,0.78
30-Mar-2021,20.65,20.65,19.57,20.49,-0.77
26-Mar-2021,22.7,22.92,18.23,20.65,-9.03
25-Mar-2021,20.67,23.31,19.75,22.7,9.82
24-Mar-2021,20.67,22.69,19.75,22.46,8.66
23-Mar-2021,20.49,22.14,20.49,20.67,0.88
22-Mar-2021,19.99,21.23,18.97,20.49,2.50
19-Mar-2021,20.08,21.87,18.73,19.99,-0.45
18-Mar-2021,20.16,20.95,16.68,20.08,-0.40
17-Mar-2021,20.19,20.42,18.62,20.16,-0.15
16-Mar-2021,21.23,21.23,18.06,20.19,-4.90
15-Mar-2021,21.71,22.93,21,21.23,-2.21
12-Mar-2021,20.75,22.67,18.54,21.71,4.63
10-Mar-2021,22.5,22.5,19.32,20.75,-7.78
09-Mar-2021,24.68,24.68,21.44,22.5,-8.83
08-Mar-2021,25.56,25.65,21.2,24.68,-3.44
05-Mar-2021,24.15,26.41,22.86,25.56,5.84
04-Mar-2021,22.09,24.58,22.09,24.15,9.33
03-Mar-2021,23.61,23.61,21.82,22.09,-6.44
02-Mar-2021,25.63,25.63,23.21,23.61,-7.88
01-Mar-2021,28.14,28.14,24.95,25.63,-8.92
26-Feb-2021,22.89,29.65,22.89,28.14,22.94
25-Feb-2021,24.17,24.17,22.63,22.89,-5.30
24-Feb-2021,25.23,25.23,23.48,25.23,0.00
23-Feb-2021,25.47,25.64,23.86,25.23,-0.94
22-Feb-2021,22.25,25.82,20.02,25.47,14.47
19-Feb-2021,21.54,22.87,19.35,22.25,3.30
18-Feb-2021,21.51,22.09,19.96,21.54,0.14
17-Feb-2021,21.78,21.88,21.1,21.51,-1.24
16-Feb-2021,21.48,22.12,20.54,21.78,1.40
15-Feb-2021,22.04,22.39,20.82,21.48,-2.54
12-Feb-2021,23.05,23.07,20.89,22.04,-4.38
11-Feb-2021,23.95,24.22,21.02,23.05,-3.76
10-Feb-2021,24.27,24.96,20.91,23.95,-1.32
09-Feb-2021,23.96,24.47,21.43,24.27,1.29
08-Feb-2021,23.42,24.35,22.18,23.96,2.31
05-Feb-2021,23.12,23.94,20.08,23.42,1.30
04-Feb-2021,23.75,23.93,22.09,23.12,-2.65
03-Feb-2021,23.35,24.2,20.95,23.75,1.71
02-Feb-2021,23.32,23.61,21,23.35,0.13
01-Feb-2021,25.34,25.93,22.6,23.32,-7.97
29-Jan-2021,24.29,25.99,22.08,25.34,4.32
28-Jan-2021,24.39,25.3,23.44,24.29,-0.41
27-Jan-2021,23.25,24.75,20.83,24.39,4.90
25-Jan-2021,22.42,23.81,20.34,23.25,3.70
22-Jan-2021,22.18,23.04,18.73,22.42,1.08
21-Jan-2021,21.55,22.78,18.62,22.18,2.92
20-Jan-2021,22.9,23.19,19.33,21.55,-5.90
19-Jan-2021,24.4,24.4,20.36,22.9,-6.15
18-Jan-2021,24.01,25.41,23.57,24.4,1.62
15-Jan-2021,23.03,24.68,23.03,24.01,4.26
14-Jan-2021,23.29,23.7,22.81,23.03,-1.12
13-Jan-2021,22.85,24.05,22.37,23.29,1.93
12-Jan-2021,22.38,23.26,22.29,22.85,2.10
11-Jan-2021,20.64,22.75,20.64,22.38,8.43
08-Jan-2021,20.62,20.85,17.38,20.64,0.10
07-Jan-2021,21,21,20.14,20.62,-1.81
06-Jan-2021,20.46,21.63,20.43,21,2.64
05-Jan-2021,20.03,21.01,20.03,20.46,2.15
04-Jan-2021,19.56,21.03,19.34,20.03,2.40
01-Jan-2021,21.1,21.33,19.26,19.56,-7.30
31-Dec-2020,21.11,21.51,19.19,21.1,-0.05
30-Dec-2020,20.79,21.59,20.79,21.11,1.54
29-Dec-2020,20.43,21.21,17.63,20.79,1.76
28-Dec-2020,19.97,21.02,18.6,20.43,2.30
24-Dec-2020,20.5,20.95,15.65,19.97,-2.59
23-Dec-2020,21.99,22.08,19.4,20.5,-6.78
22-Dec-2020,23.19,24.48,16.59,21.99,-5.17
21-Dec-2020,18.62,23.68,18.62,23.19,24.54
18-Dec-2020,19.16,19.49,14.56,18.62,-2.82
17-Dec-2020,19.2,21.62,14.05,19.16,-0.21
16-Dec-2020,19.35,19.4,18.61,19.2,-0.78
15-Dec-2020,19.4,19.83,15.69,19.35,-0.26
14-Dec-2020,18.79,19.64,15.33,19.4,3.25
11-Dec-2020,18.71,19.29,17.36,18.79,0.43
10-Dec-2020,18.92,19.39,17.42,18.71,-1.11
09-Dec-2020,18.62,19.63,16.22,18.92,1.61
08-Dec-2020,18.03,18.8,16.27,18.62,3.27
07-Dec-2020,18.03,18.32,16.95,18.03,0.00
04-Dec-2020,19,19.04,16.53,18.03,-5.11
03-Dec-2020,19.91,19.91,17.72,19,-4.57
02-Dec-2020,20.18,20.55,17.96,19.91,-1.34
01-Dec-2020,19.82,21.24,19.25,20.18,1.82
27-Nov-2020,20.02,21.28,17.63,19.82,-1.00
26-Nov-2020,23.13,23.13,19.44,20.02,-13.45
25-Nov-2020,21.06,23.5,20.68,23.13,9.83
24-Nov-2020,20.8,22,20.03,21.06,1.25
23-Nov-2020,19.62,20.86,16.91,20.8,6.01
20-Nov-2020,19.57,19.81,17,19.62,0.26
19-Nov-2020,19.12,19.98,16.33,19.57,2.35
18-Nov-2020,19.8,19.8,15.72,19.12,-3.43
17-Nov-2020,19.13,20.41,18.4,19.8,3.50
13-Nov-2020,20.62,29.53,19.56,19.7,-4.46
12-Nov-2020,22.03,22.03,19.79,20.62,-6.40
11-Nov-2020,21.58,22.38,19,22.03,2.09
10-Nov-2020,20.11,21.85,19.9,21.58,7.31
09-Nov-2020,20.5,21.05,17.58,20.11,-1.90
06-Nov-2020,20.97,20.97,19.28,20.5,-2.24
05-Nov-2020,23.2,23.2,19.99,20.97,-9.61
04-Nov-2020,24.24,24.24,20.67,23.2,-4.29
03-Nov-2020,25.21,25.33,22.92,24.24,-3.85
02-Nov-2020,24.75,25.92,24.22,25.21,1.86
30-Oct-2020,24.02,26.3,21.73,24.75,3.04
29-Oct-2020,23.28,24.36,22.28,24.02,3.18
28-Oct-2020,22.2,23.47,20.08,23.28,4.86
27-Oct-2020,22.83,23.17,22.12,22.2,-2.76
26-Oct-2020,21.83,23.41,21.32,22.83,4.58
23-Oct-2020,22.64,22.78,19.83,21.83,-3.58
22-Oct-2020,22.92,23.52,17.44,22.64,-1.22
21-Oct-2020,22.69,23.55,18.38,22.92,1.01
20-Oct-2020,21.82,22.79,18.79,22.69,3.99
19-Oct-2020,21.65,22.32,15.47,21.82,0.79
16-Oct-2020,22.06,22.42,20.49,21.65,-1.86
15-Oct-2020,20.21,22.28,19.04,22.06,9.15
14-Oct-2020,20.72,20.96,18.43,20.21,-2.46
13-Oct-2020,21.13,21.65,20.53,20.72,-1.94
12-Oct-2020,20.38,22.1,19.39,21.13,3.68
09-Oct-2020,20.38,21.01,17.51,20.38,0.00
08-Oct-2020,20.06,20.86,18.98,20.38,1.60
07-Oct-2020,19.64,20.34,19.07,20.06,2.14
06-Oct-2020,19.71,19.89,18.36,19.64,-0.36
05-Oct-2020,18.35,20.03,18.35,19.71,7.41
01-Oct-2020,19.53,19.53,17.38,18.35,-6.04
30-Sep-2020,19.78,20.22,17.68,19.53,-1.26
29-Sep-2020,19.57,20.2,18.43,19.78,1.07
28-Sep-2020,20.68,21.1,19.35,19.57,-5.37
25-Sep-2020,23.51,23.51,18.67,20.68,-12.04
24-Sep-2020,20.99,23.82,20.93,23.51,12.01
23-Sep-2020,21.41,22.48,19.37,20.99,-1.96
22-Sep-2020,22.19,23.28,15.76,21.41,-3.52
21-Sep-2020,20.05,22.99,18.27,22.19,10.67
18-Sep-2020,20.1,20.77,17.58,20.05,-0.25
17-Sep-2020,19.66,20.68,17.55,20.1,2.24
16-Sep-2020,20.6,20.6,16.33,19.66,-4.56
15-Sep-2020,21.19,21.19,18.9,20.6,-2.78
14-Sep-2020,20.71,21.74,17.53,21.19,2.32
11-Sep-2020,21.26,21.35,18.17,20.71,-2.59
10-Sep-2020,22.23,22.23,17.7,21.26,-4.36
09-Sep-2020,22.72,23.27,20.2,22.23,-2.16
08-Sep-2020,22.01,23.07,17.57,22.72,3.23
07-Sep-2020,22.15,23.25,17.25,22.01,-0.63
04-Sep-2020,20.5,22.65,19.86,22.15,8.05
03-Sep-2020,21.11,21.11,18.16,20.5,-2.89
02-Sep-2020,21.8,22.5,19.85,21.11,-3.17
01-Sep-2020,22.84,23.24,21.11,21.8,-4.55
31-Aug-2020,18.35,23.87,16.4,22.84,24.47
28-Aug-2020,18.9,18.9,16.66,18.35,-2.91
27-Aug-2020,19.3,19.47,17.45,18.9,-2.07
26-Aug-2020,19.32,19.59,17.22,19.3,-0.10
25-Aug-2020,19.23,19.81,15.42,19.32,0.47
24-Aug-2020,19.94,20.07,17.89,19.23,-3.56
21-Aug-2020,20.62,20.62,14.89,19.94,-3.30
20-Aug-2020,19.96,21.08,17.66,20.62,3.31
19-Aug-2020,20.43,20.43,17.84,19.96,-2.30
18-Aug-2020,21.31,21.31,18.25,20.43,-4.13
17-Aug-2020,21.67,22.88,19.56,21.31,-1.66
14-Aug-2020,20.57,22.97,16.34,21.67,5.35
13-Aug-2020,20.85,21.19,19.46,20.57,-1.34
12-Aug-2020,21.36,21.92,16.85,20.85,-2.39
11-Aug-2020,22.51,22.51,20.22,21.36,-5.11
10-Aug-2020,22.58,23.02,21.45,22.51,-0.31
07-Aug-2020,23.15,23.31,21.76,22.58,-2.46
06-Aug-2020,23.57,23.71,22.53,23.15,-1.78
05-Aug-2020,23.82,23.93,21.83,23.57,-1.05
04-Aug-2020,25.19,25.19,23.56,23.82,-5.44
03-Aug-2020,24.19,25.69,23.26,25.19,4.13
31-Jul-2020,24.73,25.37,23.97,24.19,-2.18
30-Jul-2020,24.11,25.14,22.09,24.73,2.57
29-Jul-2020,23.64,24.5,23.64,24.11,1.99
28-Jul-2020,25.02,25.22,23.55,23.64,-5.52
27-Jul-2020,24.54,25.72,23.29,25.02,1.96
24-Jul-2020,24.64,25.3,22.74,24.54,-0.41
23-Jul-2020,24.89,24.94,24.01,24.64,-1.00
22-Jul-2020,24.43,25.8,23.73,24.89,1.88
21-Jul-2020,24.71,24.71,23.73,24.43,-1.13
20-Jul-2020,24.16,25.12,24.16,24.71,2.28
17-Jul-2020,25.36,25.5,23.77,24.16,-4.73
16-Jul-2020,26.29,26.6,25.25,25.36,-3.54
15-Jul-2020,26.64,26.64,23.74,26.29,-1.31
14-Jul-2020,25.25,27.27,25.25,26.64,5.50
13-Jul-2020,24.94,25.91,22.81,25.25,1.24
10-Jul-2020,24.91,25.48,23.49,24.94,0.12
09-Jul-2020,26.1,27.66,24.74,24.91,-4.56
08-Jul-2020,25.1,26.36,25.03,26.1,3.98
07-Jul-2020,25.2,25.65,24.24,25.1,-0.40
06-Jul-2020,25.77,26.18,24.54,25.2,-2.21
03-Jul-2020,26.51,26.78,25.63,25.77,-2.79
02-Jul-2020,28.12,28.12,26.32,26.51,-5.73
01-Jul-2020,29.12,29.16,27.94,28.12,-3.43
30-Jun-2020,28.91,29.63,28.41,29.12,0.73
29-Jun-2020,28.74,30.45,27.98,28.91,0.59
26-Jun-2020,29.73,30.07,28.32,28.74,-3.33
25-Jun-2020,29.58,31.29,29.06,29.73,0.51
24-Jun-2020,29.34,30.53,27.79,29.58,0.82
23-Jun-2020,30.46,31.15,29.24,29.34,-3.68
22-Jun-2020,29.97,30.98,29.97,30.46,1.63
19-Jun-2020,31.46,31.91,29.68,29.97,-4.74
18-Jun-2020,33.36,33.42,31.22,31.46,-5.70
17-Jun-2020,32.97,34.02,29.05,33.36,1.18
16-Jun-2020,32.58,35.31,30.41,32.97,1.20
15-Jun-2020,30.82,33.78,29.92,32.58,5.71
12-Jun-2020,29.66,32.88,29.66,30.82,3.91
11-Jun-2020,29.44,30.42,28.39,29.66,0.75
10-Jun-2020,30.21,30.21,28.73,29.44,-2.55
09-Jun-2020,29.65,30.34,27.24,30.21,1.89
08-Jun-2020,28.68,30.15,27.8,29.65,3.38
05-Jun-2020,29.69,29.69,25.92,28.68,-3.40
04-Jun-2020,30.04,30.27,28.45,29.69,-1.17
03-Jun-2020,30.12,30.4,29.34,30.04,-0.27
02-Jun-2020,30.74,30.92,27.9,30.12,-2.02
01-Jun-2020,30.22,32.17,28.83,30.74,1.72
29-May-2020,30.02,30.57,27.41,30.22,0.67
28-May-2020,31.27,31.27,29.2,30.02,-4.00
27-May-2020,31.47,32.02,28.86,31.27,-0.64
26-May-2020,32.38,33.21,30.97,31.47,-2.81
22-May-2020,32.99,34.36,26.34,32.38,-1.85
21-May-2020,35.81,35.81,32.58,32.99,-7.87
20-May-2020,39.45,39.45,34.1,35.81,-9.23
19-May-2020,40.92,40.92,37.95,39.45,-3.59
18-May-2020,38.02,41.25,27.94,40.92,7.63
15-May-2020,38.18,38.46,34.06,38.02,-0.42
14-May-2020,38.84,38.84,35.8,38.18,-1.70
13-May-2020,38.21,39.05,33.44,38.84,1.65
12-May-2020,38.04,38.81,35.25,38.21,0.45
11-May-2020,38.41,38.5,36.95,38.04,-0.96
08-May-2020,39.93,39.93,36.55,38.41,-3.81
07-May-2020,41.25,41.72,39.66,39.93,-3.20
06-May-2020,43.61,43.63,40.2,41.25,-5.41
05-May-2020,43.67,43.87,38.15,43.61,-0.14
04-May-2020,33.99,43.92,33.99,43.67,28.48
30-Apr-2020,33.84,34.25,32.54,33.99,0.44
29-Apr-2020,35.36,35.36,31.48,33.84,-4.30
28-Apr-2020,38.04,41.91,35.07,35.36,-7.05
27-Apr-2020,39.12,40.17,35.21,38.04,-2.76
24-Apr-2020,39.23,39.95,34.98,39.12,-0.28
23-Apr-2020,42.82,42.82,37,39.23,-8.38
22-Apr-2020,45.2,45.43,40.47,42.82,-5.27
21-Apr-2020,43.46,45.96,36.22,45.2,4.00
20-Apr-2020,42.59,44.04,40.3,43.46,2.04
17-Apr-2020,46.1,46.1,40.31,42.59,-7.61
16-Apr-2020,49.74,49.74,42.26,46.1,-7.32
15-Apr-2020,51.46,51.46,44.65,49.74,-3.34
13-Apr-2020,49.75,52.49,43.64,51.46,3.44
09-Apr-2020,52.24,52.24,46.9,49.75,-4.77
08-Apr-2020,51.8,53.73,46.98,52.24,0.85
07-Apr-2020,55.3,55.3,49.94,51.8,-6.33
03-Apr-2020,60.05,60.59,54.9,55.3,-7.91
01-Apr-2020,64.41,64.41,59.78,60.05,-6.77
31-Mar-2020,71.89,71.89,63.61,64.41,-10.40
30-Mar-2020,70.39,73.37,70.28,71.89,2.13
27-Mar-2020,71.53,73.03,65.63,70.39,-1.59
26-Mar-2020,77.63,79.41,70.68,71.53,-7.86
25-Mar-2020,83.61,84.6,75.97,77.63,-7.15
24-Mar-2020,71.99,86.64,71.99,83.61,16.14
23-Mar-2020,67.1,73.37,66.32,71.99,7.29
20-Mar-2020,72.2,72.97,65.38,67.1,-7.06
19-Mar-2020,63.96,73.34,63.1,72.2,12.88
18-Mar-2020,62.93,64.58,61.15,63.96,1.64
17-Mar-2020,58.88,63.44,57.25,62.93,6.88
16-Mar-2020,51.47,59.87,51.47,58.88,14.40
13-Mar-2020,41.16,59.48,41.16,51.47,25.05
12-Mar-2020,31.56,42.33,29.81,41.16,30.42
11-Mar-2020,30.8,33.24,29.65,31.56,2.47
09-Mar-2020,25.64,34.36,21.43,30.8,20.12
06-Mar-2020,23.25,27.55,23.25,25.64,10.28
05-Mar-2020,24.23,24.23,22.13,23.25,-4.04
04-Mar-2020,24.54,26.29,22.43,24.23,-1.26
03-Mar-2020,25.2,26.49,21.54,24.54,-2.62
02-Mar-2020,23.24,26.34,19.92,25.2,8.43
28-Feb-2020,17.77,23.7,17.48,23.24,30.78
27-Feb-2020,18.26,19.16,16.83,17.77,-2.68
26-Feb-2020,16.9,18.87,16.5,18.26,8.05
25-Feb-2020,17,17.32,15.62,16.9,-0.59
24-Feb-2020,13.7,17.38,12.3,17,24.09
20-Feb-2020,14.02,14.03,10.17,13.7,-2.28
19-Feb-2020,14.51,14.51,13.48,14.02,-3.38
18-Feb-2020,14.42,14.82,11.38,14.51,0.62
17-Feb-2020,13.62,14.62,13.38,14.42,5.87
14-Feb-2020,13.37,13.99,11.9,13.62,1.87
13-Feb-2020,13.62,13.67,11.8,13.37,-1.84
12-Feb-2020,13.88,13.88,13.15,13.62,-1.87
11-Feb-2020,14.21,14.21,11.38,13.88,-2.32
10-Feb-2020,13.75,14.6,12.97,14.21,3.35
07-Feb-2020,13.78,13.99,12.98,13.75,-0.22
06-Feb-2020,14.17,14.24,12.65,13.78,-2.75
05-Feb-2020,14.38,14.53,13.82,14.17,-1.46
04-Feb-2020,15.78,15.78,14.31,14.38,-8.87
03-Feb-2020,16.84,17.03,15.48,15.78,-6.29
01-Feb-2020,17.37,17.93,16.03,16.84,-3.05
31-Jan-2020,16.8,17.59,14.9,17.37,3.39
30-Jan-2020,16.5,17.14,15.38,16.8,1.82
29-Jan-2020,17.3,17.3,15.65,16.5,-4.62
28-Jan-2020,17.18,17.62,16.96,17.3,0.70
27-Jan-2020,15.56,17.34,14.68,17.18,10.41
24-Jan-2020,15.86,16.22,14.59,15.56,-1.89
23-Jan-2020,16.36,16.71,15.78,15.86,-3.06
22-Jan-2020,15.86,16.61,15.36,16.36,3.15
21-Jan-2020,15.41,16.04,15.07,15.86,2.92
20-Jan-2020,14.13,15.5,12.47,15.41,9.06
17-Jan-2020,14.18,14.53,12.5,14.13,-0.35
16-Jan-2020,14.12,14.37,12.6,14.18,0.42
15-Jan-2020,13.91,14.46,13.59,14.12,1.51
14-Jan-2020,14.28,14.28,13.06,13.91,-2.59
13-Jan-2020,14.08,14.5,13.58,14.28,1.42
10-Jan-2020,14,14.25,13.18,14.08,0.57
09-Jan-2020,15.64,15.64,13,14,-10.49
08-Jan-2020,14.61,16.39,13.79,15.64,7.05
07-Jan-2020,14.78,14.91,14.46,14.61,-1.15
06-Jan-2020,12.7,15.1,12.7,14.78,16.38
03-Jan-2020,11.49,12.94,10.69,12.7,10.53
02-Jan-2020,11.6,11.7,10.73,11.49,-0.95
01-Jan-2020,11.67,11.73,11.09,11.6,-0.60
31-Dec-2019,11.01,11.79,10.44,11.67,5.99
30-Dec-2019,10.53,11.45,9.62,11.01,4.56
27-Dec-2019,11.12,11.47,10.43,10.53,-5.31
26-Dec-2019,11.63,12.35,10.84,11.12,-4.39
24-Dec-2019,11.96,13.31,10.89,11.63,-2.76
23-Dec-2019,12.33,14.51,10.7,11.96,-3.00
20-Dec-2019,12.12,12.73,11.9,12.33,1.73
19-Dec-2019,12.34,12.42,11.33,12.12,-1.78
18-Dec-2019,12.52,12.72,11.39,12.34,-1.44
17-Dec-2019,13.42,13.43,11.96,12.52,-6.71
16-Dec-2019,13.3,14.11,12.5,13.42,0.90
13-Dec-2019,13.35,14.67,12.19,13.3,-0.37
12-Dec-2019,13.38,13.77,11.83,13.35,-0.22
11-Dec-2019,14.29,14.45,11.71,13.38,-6.37
10-Dec-2019,14.6,15.66,11.74,14.29,-2.12
09-Dec-2019,13.64,15.36,12.47,14.6,7.04
06-Dec-2019,14.31,14.72,11.41,13.64,-4.68
05-Dec-2019,13.32,15.12,12.83,14.31,7.43
04-Dec-2019,14.56,15.87,12.26,13.32,-8.52
03-Dec-2019,14.2,16.34,12.07,14.56,2.54
02-Dec-2019,13.9,15.85,13.5,14.2,2.16
29-Nov-2019,13.99,14.29,13.14,13.9,-0.64
28-Nov-2019,14.62,14.62,12.89,13.99,-4.31
27-Nov-2019,14.84,14.84,12.36,14.62,-1.48
26-Nov-2019,15,15.13,13.11,14.84,-1.07
25-Nov-2019,14.87,15.21,13,15,0.87
22-Nov-2019,14.98,15.88,12.24,14.87,-0.73
21-Nov-2019,15.16,15.6,12.61,14.98,-1.19
20-Nov-2019,15.41,15.41,11.61,15.16,-1.62
19-Nov-2019,15.76,15.76,12.61,15.41,-2.22
18-Nov-2019,15.03,16.07,12.67,15.76,4.86
15-Nov-2019,15.65,15.65,12.52,15.03,-3.96
14-Nov-2019,16.46,16.46,14.09,15.65,-4.92
13-Nov-2019,16.25,16.67,14.47,16.46,1.29
11-Nov-2019,15.86,16.77,15.2,16.25,2.46
08-Nov-2019,15.21,15.99,13.71,15.86,4.27
07-Nov-2019,15.78,15.92,13.53,15.21,-3.61
06-Nov-2019,15.92,16.15,13.38,15.78,-0.88
05-Nov-2019,15.93,16.34,13.51,15.92,-0.06
04-Nov-2019,15.73,16.37,13.5,15.93,1.27
01-Nov-2019,16.28,16.47,15.17,15.73,-3.38
31-Oct-2019,16.66,16.8,15.5,16.28,-2.28
30-Oct-2019,16.42,16.85,16.25,16.66,1.46
29-Oct-2019,15.59,16.55,15.5,16.42,5.32
25-Oct-2019,16.24,16.24,15.2,15.32,-5.67
24-Oct-2019,16.54,16.78,14.71,16.24,-1.81
23-Oct-2019,16.81,16.85,14.83,16.54,-1.61
22-Oct-2019,15.93,17.12,13.57,16.81,5.52
18-Oct-2019,15.88,16.15,14.99,15.93,0.31
17-Oct-2019,16.36,16.36,15.52,15.88,-2.93
16-Oct-2019,16.85,16.95,15.5,16.36,-2.91
15-Oct-2019,17.43,17.43,16.69,16.85,-3.33
14-Oct-2019,17.14,17.96,17.06,17.43,1.69
11-Oct-2019,17.23,18.28,15.78,17.14,-0.52
10-Oct-2019,17.16,17.54,15.73,17.23,0.41
09-Oct-2019,17.83,18.33,16.34,17.16,-3.76
07-Oct-2019,17.58,18.43,16.99,17.83,1.42
04-Oct-2019,17.7,17.95,16.35,17.58,-0.68
03-Oct-2019,16.76,18.05,16.42,17.7,5.61
01-Oct-2019,15.87,18.22,14.95,16.76,5.61
30-Sep-2019,16.12,16.51,15.8,15.87,-1.55
27-Sep-2019,16.34,16.82,15.93,16.12,-1.35
26-Sep-2019,16.17,17.01,13.64,16.34,1.05
25-Sep-2019,16.73,17.42,14.1,16.17,-3.35
24-Sep-2019,16.79,18.53,15.9,16.73,-0.36
23-Sep-2019,15.4,17.64,14.21,16.79,9.03
20-Sep-2019,15.55,17.05,13.83,15.4,-0.96
19-Sep-2019,15.35,15.97,14.18,15.55,1.30
18-Sep-2019,16.02,16.19,13.91,15.35,-4.18
17-Sep-2019,14.95,16.31,13.28,16.02,7.16
16-Sep-2019,14.12,15.31,14.12,14.95,5.88
13-Sep-2019,14.9,15.2,13.89,14.12,-5.23
12-Sep-2019,15.37,15.37,14.61,14.9,-3.06
11-Sep-2019,15.85,15.85,14.65,15.37,-3.03
09-Sep-2019,16.28,16.64,13.67,15.85,-2.64
06-Sep-2019,17.27,17.27,15.89,16.28,-5.73
05-Sep-2019,17.24,17.7,16.06,17.27,0.17
04-Sep-2019,18.06,18.31,17.13,17.24,-4.54
03-Sep-2019,16.28,18.27,16.28,18.06,10.93
30-Aug-2019,16.43,17.38,15.19,16.28,-0.91
29-Aug-2019,16.84,17.45,13.87,16.43,-2.43
28-Aug-2019,16.01,17.38,14.12,16.84,5.18
27-Aug-2019,16.66,16.83,14.42,16.01,-3.90
26-Aug-2019,17.35,19.15,13.7,16.66,-3.98
23-Aug-2019,17.85,18.26,13.7,17.35,-2.80
22-Aug-2019,17.02,18.12,14.49,17.85,4.88
21-Aug-2019,16.63,17.33,14,17.02,2.35
20-Aug-2019,16.75,17.1,15.11,16.63,-0.72
19-Aug-2019,16.65,17.03,14.71,16.75,0.60
16-Aug-2019,16.36,17.43,15.99,16.65,1.77
14-Aug-2019,17.78,17.78,16.11,16.36,-7.99
13-Aug-2019,15.85,18.01,15.12,17.78,12.18
09-Aug-2019,16.09,16.16,15.03,15.85,-1.49
08-Aug-2019,16.74,16.74,15.52,16.09,-3.88
07-Aug-2019,16.12,16.91,15.74,16.74,3.85
06-Aug-2019,16.59,16.79,15.59,16.12,-2.83
05-Aug-2019,15.19,17.82,15.19,16.59,9.22
02-Aug-2019,14.56,16.16,14.44,15.19,4.33
01-Aug-2019,13.59,15.28,13.27,14.56,7.14
31-Jul-2019,13.61,14.55,13.42,13.59,-0.15
30-Jul-2019,13.06,13.87,12.5,13.61,4.21
29-Jul-2019,12.13,13.53,12.04,13.06,7.67
26-Jul-2019,12.64,13.31,11.92,12.13,-4.03
25-Jul-2019,12.76,13.55,12,12.64,-0.94
24-Jul-2019,13.43,14.48,11.85,12.76,-4.99
23-Jul-2019,13.01,13.78,11.59,13.43,3.23
22-Jul-2019,12.52,13.4,11.56,13.01,3.91
19-Jul-2019,11.75,12.68,10.59,12.52,6.55
18-Jul-2019,11.8,11.98,9.22,11.75,-0.42
17-Jul-2019,11.56,11.91,9.16,11.8,2.08
16-Jul-2019,12.02,12.02,11.06,11.56,-3.83
15-Jul-2019,12,12.52,10.64,12.02,0.17
12-Jul-2019,12.47,12.55,11.55,12,-3.77
11-Jul-2019,13.64,13.64,12.18,12.47,-8.58
10-Jul-2019,13.69,13.96,12.4,13.64,-0.37
09-Jul-2019,13.85,14.22,13.35,13.69,-1.16
08-Jul-2019,13.07,14.04,12.11,13.85,5.97
05-Jul-2019,13.53,13.97,12.67,13.07,-3.40
04-Jul-2019,13.7,13.7,13.01,13.53,-1.24
03-Jul-2019,14.25,14.32,13.52,13.7,-3.86
02-Jul-2019,14.6,14.83,14.03,14.25,-2.40
01-Jul-2019,14.95,15.02,14.47,14.6,-2.34
28-Jun-2019,14.65,15.07,14,14.95,2.05
27-Jun-2019,14.75,14.89,13.65,14.65,-0.68
26-Jun-2019,15.01,15.2,14.39,14.75,-1.73
25-Jun-2019,15.22,15.59,14.93,15.01,-1.38
24-Jun-2019,14.61,15.67,11.86,15.22,4.18
21-Jun-2019,14,14.83,10.6,14.61,4.36
20-Jun-2019,14.73,15.19,12.84,14,-4.96
19-Jun-2019,14.6,15.3,10.79,14.73,0.89
18-Jun-2019,14.65,14.97,11.74,14.6,-0.34
17-Jun-2019,13.9,14.96,13.52,14.65,5.40
14-Jun-2019,13.66,14.12,12.64,13.9,1.76
